StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q4,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,Q244_First Click,Q244_Last Click,Q244_Page Submit,Q244_Click Count,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,transfer,reasons,beliefs,beliefs_hp,attention_check,story,Q_DataPolicyViolations
2026-04-21 20:40:35,2026-04-21 20:49:03,0,,100,508,1,2026-04-21 20:49:04,R_59iYX0MrI69Bztq,,,,,,,anonymous,EN,1,,,1,1,3,2,"James needs money as he is having a difficult time and applied for welfare.  He was awarded the full aid amount. When he went to the agency Mark, his neighbor was also there.  It turns out Mark did not get an award.  James faces a choice to keep it all or help his acquaintance Mark by sharing it.",0,0,2.114,0,26.203,26.203,28.355,1,If only $1 then Player 2 might not send any back.  With $2 Player 2 gets $6 and hopefully sends back 1 dollar so I end up with $7 and Player 2 ends up with $5.,8.621,8.621,9.927,1,,,,,,,,,0,0,0.206,0,0,4,650072ae8de93bfe76ee318d,69e7e0ac3df89973ce0a37ef,69e7557895b8b62fbc3c50b8,2,If only $1 then Player 2 might not send any back.  With $2 Player 2 gets $6 and hopefully sends back 1 dollar so I end up with $7 and Player 2 ends up with $5.,1,,1,4,
2026-04-21 20:39:57,2026-04-21 20:50:13,0,,100,616,1,2026-04-21 20:50:13,R_84eK5GYIl4NOCYO,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve heads up a team which has been awarded a performance bonus, the director has allocated it to Steve, so he is now faced with the moral dilemma on how to share it out fairly, or keep it for himself.",0,0,2.022,0,22.059,22.059,24.904,1,"I thought it was moral and fair to send them exactly half, even though i admit it was tempting to send them nothing.",15.154,15.154,19.18,1,,,,,6.067,6.067,23.603,1,0,0,0.22,0,0,3,67701cb8e95b8934348de694,69e7e08e7f9967ef4fccd1f4,69e7557895b8b62fbc3c50b8,3,"I thought it was moral and fair to send them exactly half, even though i admit it was tempting to send them nothing.",4.5,3,1,2,
2026-04-21 20:47:24,2026-04-21 20:51:04,0,,100,219,1,2026-04-21 20:51:04,R_3qMdlpeHFI3qPcZ,,,,,,,anonymous,EN,1,,,1,1,3,2,James applied for financial assistance and got it but mark didn't get it. He was contemplating if he should give mark some.,0,0,2.004,0,10.823,14.664,18.751,2,I trust the receiver to give me half back.,6.061,6.061,6.656,1,,,,,10.52,10.52,11.21,1,0,0,0.205,0,0,0,5db753692a16b8000b4d44f6,69e7e257b834bd9ed19e0015,69e7557895b8b62fbc3c50b8,6,I trust the receiver to give me half back.,9,3,1,4,
2026-04-21 20:45:30,2026-04-21 20:51:14,0,,100,344,1,2026-04-21 20:51:15,R_7KNNsvTFJ61uMY9,,,,,,,anonymous,EN,1,,,1,1,3,2,"James applied to a welfare agency and was approved to receive assistance, on the way to collecting his aid he sees Mark, an acquaintance who also need assistance but was not selected, now James doesn't know if he should keep all the money or help Mark",0,0,2.007,0,11.753,42.394,63.302,3,"This way we get the same amount, i lose 1.50 so i get 4.50, he gets 1.50 that gets multiplied into 4.50",15.043,15.043,17.006,1,,,,,10.357,10.357,12.185,1,0,0,0.205,0,0,4.5,62df7d2c533b8331660baf2e,69e7e1e484fa067e9ea33a6e,69e7557895b8b62fbc3c50b8,1.5,"This way we get the same amount, i lose 1.50 so i get 4.50, he gets 1.50 that gets multiplied into 4.50",1.5,2,1,4,
2026-04-21 20:43:30,2026-04-21 20:51:37,0,,100,486,1,2026-04-21 20:51:37,R_62gp6vdD7ludXFZ,,,,,,,anonymous,EN,1,,,1,1,3,2,James is going through financial difficulty and applied for financial aid through the government. He got accepted and went to pick the money up and saw his friend Mark there that got denied. He's deciding if he should give some of the money to his neighbor.,0,0,2.007,0,18.493,22.925,26.913,2,Because that six dollars will be tripled when it gets to player 2. That will increase they money and hope player two sends back at least what I gave them.,11.138,11.138,13.03,1,,,,,14.729,14.729,15.683,1,0,0,0.104,0,0,0,69603f13773e63d15051569f,69e7e1681f2d5a4a79536f48,69e7557895b8b62fbc3c50b8,6,Because that six dollars will be tripled when it gets to player 2. That will increase they money and hope player two sends back at least what I gave them.,18,6,1,4,
2026-04-21 20:37:05,2026-04-21 20:51:46,0,,100,881,1,2026-04-21 20:51:46,R_1MLjw15IEGHUDpM,,,,,,,anonymous,EN,1,,,1,1,3,2,James was accepted for financial assistance and his neighbor Mark was not. He is now considering if he should share some of the funds with Mark or not.,0,0,2.019,0,14.141,62.415,64.032,5,I trust the other player will spit the money the receive with me so we both will end up with a good amount.,13.297,23.914,27.834,2,,,,,14.282,36.684,37.96,3,0,0,0.215,0,0,1,69418676ad38807414108b75,69e7dfd040f36fe38783fbca,69e7557895b8b62fbc3c50b8,5,I trust the other player will spit the money the receive with me so we both will end up with a good amount.,6,2.5,1,4,
2026-04-21 20:46:35,2026-04-21 20:52:11,0,,100,336,1,2026-04-21 20:52:12,R_2OgwW3YsocfTsyJ,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve has been awarded a bonus. he can keep it or give some to Max who made a significant contribution to the work. He can choose how much to give,0,0,2.128,0,8.253,12.016,13.954,2,"I think it's fair enough to keep haf of the original sum. It's low effort so I don't mind too much if i don't get much back
",19.267,19.267,23.646,1,,,,,10.301,10.301,13.403,1,0,0,0.221,0,0,3,630d1aea50e36df79c80f34f,69e7e2212e5a10501e7c3e4c,69e7557895b8b62fbc3c50b8,3,,3,1,1,2,
2026-04-21 20:47:01,2026-04-21 20:52:58,0,,100,356,1,2026-04-21 20:52:59,R_3fPe4F8Bv9ahHrz,,,,,,,anonymous,EN,1,,,1,1,3,2,"I think Steve should donate to max, whether he knows that max donated or not. Just to show some contribution and respect for his team members.",0,0,3.237,0,14.165,14.165,15.188,1,"If I give more than 2, I would have less than Steve when the bonus arrives.",4.618,4.618,5.273,1,,,,,7.803,7.803,8.423,1,0,0,0.208,0,0,4.5,5d1c364ec2696c0019647629,69e7e235d5f1bb110cee600a,69e7557895b8b62fbc3c50b8,1.5,"If I give more than 2, I would have less than Steve when the bonus arrives.",2,0,1,2,
2026-04-21 20:48:44,2026-04-21 20:53:41,0,,100,297,1,2026-04-21 20:53:42,R_6pGzbjpgssZ2iw0,,,,,,,anonymous,EN,1,,,1,1,3,2,"James was in a financial crisis and needed help. Fortunately, he was eligible to receive aid, but he was faced with a dilemma; his neighbor, Mark, also needed help. James was unsure if he should keep the money or give it to his neighbor.",0,0,2.116,0,7.753,7.753,9.016,1,I sent it because there is the possibility that what I get in return will be greater than the initial amount. ,4.063,4.063,5.671,1,,,,,6.338,6.338,7.454,1,0,0,0.203,0,0,0,666c0088634cc2e1573b49ee,69e7e282ca16fcec65bd58db,69e7557895b8b62fbc3c50b8,6,I sent it because there is the possibility that what I get in return will be greater than the initial amount. ,0,0,1,4,
2026-04-21 20:48:16,2026-04-21 20:54:14,0,,100,358,1,2026-04-21 20:54:14,R_5zZpIPgKVo2l9ps,,,,,,,anonymous,EN,1,,,1,1,3,2,The story is about a man and his neighbor who are both struggling financially. One man gets selected for financial assistance and is contemplating whether or not to give any money to his neighbor who was not selected for the assistance. ,0,0,2.034,0,7.802,10.114,12.5,3,Because that is the fair amount to send back and I hope the other participant does the right thing and splits the money. ,0.907,8.489,9.332,6,,,,,,,,,0,0,0.112,0,0,4,66d056db2273021108349d54,69e7e2867af032e56766fea2,69e7557895b8b62fbc3c50b8,2,Because that is the fair amount to send back and I hope the other participant does the right thing and splits the money. ,3,,1,4,
2026-04-21 20:54:16,2026-04-21 20:54:32,0,,100,16,1,2026-04-21 20:54:33,R_3dHg5FnJ67cZY1y,,,,,,,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,69cc69c5d4bd36ff7a9d8d42,69e7e3f250538b1a03dc3ba7,69e7557895b8b62fbc3c50b8,,,,,0,,
2026-04-21 20:48:33,2026-04-21 20:54:45,0,,100,371,1,2026-04-21 20:54:45,R_8OuwFVbiJxNmrQd,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve has lead his team to exceeding their sales targets after weeks of intensely preparing, resulting in a performance bonus. His boss calls him and allocates him the full bonus, leaving it up to him if he wants to give a portion to his team mate, Max.",0,0,2.016,0,5.237,6.207,14.006,2,i wanted to keep more money than the other player whilst still making sure they got something. If i gave a higher amount then they would end up with more overall due to it being multiplied by 3.,3.266,8.637,14.174,6,,,,,8.895,11.701,12.459,2,0,0,0.22,0,0,5,67767af0e39b54a2105dab92,69e7e299cd844e629635ded1,69e7557895b8b62fbc3c50b8,1,i wanted to keep more money than the other player whilst still making sure they got something. If i gave a higher amount then they would end up with more overall due to it being multiplied by 3.,0,1,1,2,
2026-04-21 20:52:21,2026-04-21 20:55:04,0,,100,163,1,2026-04-21 20:55:05,R_5M51rVaOSoHO68k,,,,,,,anonymous,EN,1,,,1,1,3,2,steve received a bonus after his team exceeded their sales target. he has the option to keep it or split it with a teammate who made a large contribution to their project,0,0,2.011,0,2.129,2.129,5.231,1,this maximizes the possible outcome for both participants and I have to trust the player two to be generous in return,3.935,3.935,4.785,1,,,,,9.317,12.996,13.924,3,0,0,0.207,0,0,0,6942b061070a2e870db24393,69e7e37fb6ef06d78493f639,69e7557895b8b62fbc3c50b8,6,this maximizes the possible outcome for both participants and I have to trust the player two to be generous in return,9,1,1,2,
2026-04-21 20:52:12,2026-04-21 20:55:48,0,,100,215,1,2026-04-21 20:55:49,R_6PYRWqnMQctREV0,,,,,,,anonymous,EN,1,,,1,1,3,2,James struggled with financials but was selected to receive financial assistance. His neighbor did not receive the assistance and now James must decide whether to keep all the money or share some with his neighbor Mark.,0,0,2.01,0,4.158,4.158,12.697,1,Giving $1.50 provides both of us with the same amount of money after being multiplied.,6.665,10.454,11.242,2,,,,,4.418,5.32,6.558,2,0,0,0.105,0,0,4.5,69a2775c4f5e135f347d60ff,69e7e3745dca9afe484ef388,69e7557895b8b62fbc3c50b8,1.5,Giving $1.50 provides both of us with the same amount of money after being multiplied.,0.5,1,1,4,
2026-04-21 20:48:19,2026-04-21 20:56:05,0,,100,465,1,2026-04-21 20:56:05,R_6QEgjBlK9JxOAyG,,,,,,,anonymous,EN,1,,,1,1,3,2,"the story is about James going through some rough times, then he gets an email from a government welfare agency he applied to a while ago, afterwards, he goes to the agency to collect his financial assistance and saw his neighbor Mark there, whom also applied for financial aid but wasn't selected and now James was faced with a choice to either keep the money to himself or give some to his neighbor Mark to help out knowing that he was struggling like he was.",0,0,2.003,0,2.478,18.919,21.793,2,i didn't quite chose 3 and i think 2.5 was the right amount knowing that it multiplies by 3 when you send it,10.915,65.2,66.289,7,,,,,6.942,11.074,11.751,2,0,0,0.21,0,0,3.5,69daa00940892a05f692b56c,69e7e28de8bced9d1be37267,69e7557895b8b62fbc3c50b8,2.5,i didn't quite chose 3 and i think 2.5 was the right amount knowing that it multiplies by 3 when you send it,6,3,1,4,
2026-04-21 20:49:07,2026-04-21 20:58:25,0,,100,557,1,2026-04-21 20:58:25,R_1D5OUJrhcWpVz9H,,,,,,,anonymous,EN,1,,,1,1,3,2,"steve's team received performance bonus, but since he was the team leader, he received the entire sum and had to choose whether to keep it or give it to Max, who also made a substantial contribution. he must decide whether to keep the entire prize or divide it more equitably ",0,0,2.115,0,1.195,2.922,3.597,4,think it is necessary to split it equally ,1.511,1.511,3.388,1,,,,,7.851,10.67,11.171,3,0,0,0.212,0,0,3,6759e54d994e3aa6f5878afd,69e7e26a244d1a50df83fbc2,69e7557895b8b62fbc3c50b8,3,think it is necessary to split it equally ,4.5,3,1,2,
2026-04-21 20:55:04,2026-04-21 20:58:33,0,,100,208,1,2026-04-21 20:58:34,R_8FRwfNIGu5TwSc6,,,,,,,anonymous,EN,1,,,1,1,3,2,"I feel James could give a little bit to Mark, even if he doesn't know him well as he understands the hardship of a lack of money, and I am sure Mark would be thankful of anything.",0,0,2.017,0,5.778,11.538,13.081,3,"If I give Player 2 the $2, they will get $6, which is $2 more than me. Then they can give me back $1 so we both get $5. An even split.",6.178,6.178,8.555,1,,,,,,,,,0,0,0.211,0,0,4,62a71f84d2f2f15e6cefae40,69e7e41ed4e3079f2bba8e48,69e7557895b8b62fbc3c50b8,2,"If I give Player 2 the $2, they will get $6, which is $2 more than me. Then they can give me back $1 so we both get $5. An even split.",1,,1,4,
2026-04-21 20:54:41,2026-04-21 20:59:10,0,,100,268,1,2026-04-21 20:59:10,R_3Cqh3nuGFHj4SAY,,,,,,,anonymous,EN,1,,,1,1,3,2,"steve received a performance bonus on behalf of his tea and must now decide whether to keep the entire reward or share a portion with his teammate. Although the director gave steve full control of the funds, steve is weighing the choice because he knows max contributed significantly to his success ",0,0,2.008,0,10.868,10.868,11.702,1,"i split the $6 in half evenely, hoping that he sends some back, this way both of our $$ will be increased and a net win across the board.",7.718,7.718,9.808,1,,,,,10.696,10.696,11.675,1,0,0,0.207,0,0,3,6628078ec9f3353ac0da6f0b,69e7e40c5638941dbffdb941,69e7557895b8b62fbc3c50b8,3,"i split the $6 in half evenely, hoping that he sends some back, this way both of our $$ will be increased and a net win across the board.",4,3,1,2,
2026-04-21 20:49:05,2026-04-21 20:59:30,0,,100,625,1,2026-04-21 20:59:31,R_7QlRAGXNf1POLMQ,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve's team earned a bonus for exceeding their sales target, which felt satisfying to Steve since he put a lot of work in. The director informed Steve that the bonus was given to him, and he could give some of it to his teammate, so Steve has to decide how much to give to Max, who also put in alot of work.",0,0,2.009,0,22.565,22.565,45.131,1,"Ideally for the participants, I'd give all $6, and the other participant would give back $9 to me. But since you can't trust everyone to do what's fair, I hedged and just gave half; hopefully some of the tripled amount gets returned, but if not I have what was reserved.",13.597,13.597,16.033,1,,,,,10.14,21.922,26.105,2,0,0,0.216,0,0,3,5e98e245aa25c6120f522a40,69e7e2b74d0d8d06d32a2738,69e7557895b8b62fbc3c50b8,3,"Ideally for the participants, I'd give all $6, and the other participant would give back $9 to me. But since you can't trust everyone to do what's fair, I hedged and just gave half; hopefully some of the tripled amount gets returned, but if not I have what was reserved.",2,0.5,1,2,
2026-04-21 20:34:52,2026-04-21 20:59:52,0,,100,1500,1,2026-04-21 20:59:53,R_37qbvD0ioLEs3ye,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve team was awarded perfomance bonus, Steve's director informed him and delegated the decision on whether to split the bonus with Max, since Steve was the team leader. Steve faced a choice to make since he had tirelessly worked hard on this although Max had contributed significantly.",0,0,2.024,0,21.222,24.15,27.963,2,"I just made the decision to split  half of mine, incase other player decides to send some back he/she will have something too",11.868,16.769,19.465,4,,,,,10.074,14.069,15.77,2,0,0,0.228,0,0,3,6759c12c60ed4b045a8e9912,69e7df601a345b1c4a94c0ea,69e7557895b8b62fbc3c50b8,3,"I just made the decision to split  half of mine, incase other player decides to send some back he/she will have something too",3.5,1,1,2,
2026-04-21 20:54:27,2026-04-21 21:00:04,0,,100,337,1,2026-04-21 21:00:05,R_1KW0TpemepfdKvK,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve and his team was awarded a bonus for exceeding their sales target and Steve needs to decide how to split the bonus.,0,0,2.012,0,2.566,13.907,19.918,3,"I gave half. Player 2 then gets 9, hopefuly he will then give me back 3 and well both end up with 6.",8.808,8.808,13.204,1,,,,,7.43,9.538,18.952,3,0,0,0.211,0,0,3,69a77124e0bf5562416bbd50,69e7e3fadd8e4ec2eb65e025,69e7557895b8b62fbc3c50b8,3,"I gave half. Player 2 then gets 9, hopefuly he will then give me back 3 and well both end up with 6.",3,1,1,2,
2026-04-21 20:50:47,2026-04-21 21:00:10,0,,100,562,1,2026-04-21 21:00:10,R_1nZ91MErykoKprt,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve and his team received a performance bonus for beating their sales goal. Steve's boss gave him the entire bonus because he was the lead of the team. Steve is now deciding if he wants to share it with Max since he made major contributions.,0,0,2.109,0,5.304,13.858,15.224,2,By sending $6 we can maximize how much we make if the other participant makes the correct move.,13.364,13.364,21.514,1,,,,,15.4,33.02,35.397,3,0,0,0.227,0,0,0,6945d9be78f8d35911e9a8ea,69e7e31b8f847baceb56d7ee,69e7557895b8b62fbc3c50b8,6,By sending $6 we can maximize how much we make if the other participant makes the correct move.,9,1,1,2,
2026-04-21 20:54:12,2026-04-21 21:00:19,0,,100,367,1,2026-04-21 21:00:19,R_7KIvmKwo2sLVhqR,,,,,,,anonymous,EN,1,,,1,1,3,2,"James was struggling with finances so he applied for government assistance. His application was accepted and he received the full aid amount. HIs neighbor, Mark, applied but wasn't selected. Now James need to make a choice of whether to give some of the aid to Mark.",0,0,2.105,0,13.334,13.334,19.119,1,"I wanted to keep $2 and send $4 to player 2 to triple it, hoping player 2 will give back some of the amount he received as a result.",8.803,8.803,10.89,1,,,,,13.211,13.211,18.568,1,0,0,0.214,0,0,2,558afc18fdf99b7dfef4d84e,69e7e3eba5d98f4e5a00f161,69e7557895b8b62fbc3c50b8,4,"I wanted to keep $2 and send $4 to player 2 to triple it, hoping player 2 will give back some of the amount he received as a result.",5,2,1,4,
2026-04-21 20:58:31,2026-04-21 21:03:39,0,,100,307,1,2026-04-21 21:03:40,R_2ZS7m4x1Indw0BH,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve received a performance bonus and is deciding how to split it with his teammate Max. He can distribute it however he pleases, regardless of how much Max helped.",0,0,2.106,0,4.373,4.373,5.066,1,"The amount is being multiplied by 3, therefore this is not a zero sum game. I feel that the other player would benefit by getting 18 rather than me getting 6. If they are nice, they will give more than 6 back.",8.065,8.065,8.833,1,,,,,8.292,8.292,9.046,1,0,0,0.204,0,0,0,677da19dbdccfcc6f454e2c4,69e7e4f40038b908c72290ac,69e7557895b8b62fbc3c50b8,6,"The amount is being multiplied by 3, therefore this is not a zero sum game. I feel that the other player would benefit by getting 18 rather than me getting 6. If they are nice, they will give more than 6 back.",9,0,1,2,
