classification_id,memory_key,memory
WCLS12688,willing to share data for a decent reward,Willing to share data for a decent reward
WCLS12689,wining some money and giving some to a friend,wining some money and giving some to a friend
WCLS12690,winner takes it all in direct competition,Winner takes it all in direct competition
WCLS12691,winning a bet against a friend,Winning a bet against a friend
WCLS12692,winning a bet and not sharing it with anyone else,Winning a bet and not sharing it with anyone else
WCLS12693,winning a bet i put on next to the person that they had no involvement in.,Winning a bet I put on next to the person that they had no involvement in.
WCLS12694,winning a bet that i collected the winnings for but we both picked winners on and staked an even amount.,Winning a bet that I collected the winnings for but we both picked winners on and staked an even amount.
WCLS12695,winning a bet where i staked 1/3rd and the other person staked 2/3rds,Winning a bet where I staked 1/3rd and the other person staked 2/3rds
WCLS12696,winning a bet where i staked 2/3rds of the money and the other person staked 1/3rd,Winning a bet where I staked 2/3rds of the money and the other person staked 1/3rd
WCLS12697,winning a competition but you don't reward your partner and ignore his contributions. it is unethical.,Winning a competition but you don't reward your partner and ignore his contributions. It is unethical.
