"classification_id","memory"
"WCLS12828","You give your friend a $12 item, but you ask them to pay a small, token amount of $4 for it, essentially gifting them $8."
"WCLS12829","you go halves on a football bet with your freind you think that a specific team is going to win so you both bet on the same outcome so you send him 6 for the bet because he has done it on his phone"
"WCLS12830","you go to the store to get some groceries. A reduction of $4 has been added as some of the goods are out of date that day and they need cleared."
"WCLS12831","You have a big unexpected dental cost and need the full amount to cover, whilst your friend is okay for money so they cover coffee and a snack when you catch up."
"WCLS12832","You have a friend that is in need of funds. You don't have much yourself, yet you send what you can."
"WCLS12833","You have a friend who you share everything with."
"WCLS12834","You have a need to clear stocks, by going down to half price you are looking at a scenario where you are not making any money but may at least recover the costs of your original outlay"
"WCLS12835","You have doubts about what they would spend iron / wisely"
"WCLS12836","You have gotten to the final part of a job assessment just to find out you did not get the job"
"WCLS12837","You have just $6 and can probably only buy a coffee for this amount"
"WCLS12838","You have money. You have a friend that has nothing, yet you don't share."
"WCLS12839","You know what, that guitar was signed by Eric Clapton. Pay up, sucker!!"
"WCLS12840","You let someone who is in a rush cut in front of you in the line in the supermarket"
"WCLS12841","You may need the money and I dont blame that."
"WCLS12842","you offer a small discount on a used book to a friend who's interested, making it a friendly deal."
"WCLS12843","You offer up your seat on the bus to an elderly gentleman who needs it more than you"
"WCLS12844","you owe them"
"WCLS12845","You play snakes and ladders and you get a snake so you have to slide down a few rows"
"WCLS12846","You really are not a fan of the other person and want to keep all the money for yourself."
"WCLS12847","You share part of your allowance with a sibling who has less, giving them most of the extra money."
"WCLS12848","You should get paid for work that you do."
"WCLS12849","You split a reward, prize, or resource in half with someone who had none. Its a generous act."
"WCLS12850","you sponsor a friend for a charity event"
"WCLS12851","You treating them to coffee and cake"
"WCLS12852","You want the other participant to get a little bonus but not as much as you."
"WCLS12853","You want the other person to like you"
"WCLS12854","you want to be the same as your friend and share a half of what you have"
"WCLS12855","You want to be very gracious to the other participant."
"WCLS12856","You want to donate to a charity that feels near and dear to your heart, so you give them a nice donation."
"WCLS12857","You want to help you the other person somewhat since you were blessed with getting more than they did"
"WCLS12858","You want to keep things even with the other person. They are somebody you respect."
"WCLS12859","You want to pay for a larger part of the meal with a friend."
"WCLS12860","You were working on a project and you did 60percent of the work and the other person did 40 percent"
"WCLS12861","You were working on a project, and you did 70percent of the work and the other person did 30 percent"
"WCLS12862","You were working on a project, and you did all the work and the other participant did none."
"WCLS12863","You win a small prize and decide to donate a portion to someone less fortunate. ie enough to make a difference but not deplete your own winnings."
"WCLS12864","You win a £12 voucher in a raffle, your colleague didn't win anything. Because it was pure luck, you simply pocket the whole prize and carry on."
"WCLS12865","You win a £12 voucher, while a colleague or friend who’s having a tough week wins nothing. You decide to give them £8, most of the prize, because you feel they’d appreciate it more than you would."
"WCLS12866","You won $12 as a prize, and you want to split it evenly with your spouse or your best friend."
"WCLS12867","you woud get the $12 set by the computer"
"WCLS12868","You would be sacrificing your money for the other participant. This would be like paying for someone else's bill at a coffee shop."
"WCLS12869","You would do this perhaps if you knew that the other person was in greater need of the money. Maybe they have absolutely none (through no fault of their own) and the giver has plenty."
"WCLS12870","you're at a garage sale and drop the price of an item to clear space quickly- making it a bargain for a curious buyer."
"WCLS12871","You're getting even less now towards your earnings. So again you're offering the same services but getting paid less"
"WCLS12872","You're going to confused so many respondents by using a negative number here, watch out. This is a situation where the other person owes money already or we're taking it in turns to cover the cost of something like a round of drinks."
"WCLS12873","you're selling a second-hand gadget at a fixed price to a friend, and you both agree it's fair deal as is. no hagging needed"
"WCLS12874","Your chosen to join a team out of pity. Your not the least favorite but your as good as"
"WCLS12875","Your friend is having a rough time so you buy them their muffin when you go for coffee and a snack."
"WCLS12876","Your group works hard in a group presentation and it accidently gets deleted (it has not been saved prior)"
"WCLS12877","your mate orders a big takeaway but your not as hungry so you orders fries and a drink so you just pay him back for the amount of your order"
